Contractor,Contract_Number,Effective_Date,Contract Line Item Number (CLIN),UNSPSC Code (Version 11),ManufacturerPartNumber,Manufacturer,SKU_Item_num,Item_Name,Item_Description,Unit_of_Measure,Quantity_in_Unit_of_Measure,List_Price_MSRP,Contract_Unit_Price,Contract_Discount,Front_End_Category,Category,SubCategory,NewImageName,AmazonProductID,IS DUPLICATE,defaultImageId
TIG,1-13-70-01B,5/5/2016,1030b,,338-BFJW,DELL,338-BFJW,"Intel® Xeon® Processor E5-1620 v3 (Quad Core HT, 3.7 GHz Turbo, 10 MB)","Intel® Xeon® Processor E5-1620 v3 (Quad Core HT, 3.7 GHz Turbo, 10 MB)",EACH,1,340,231.2,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,6532,B00KB4A2XA,,6532
TIG,1-13-70-01B,5/5/2016,1031b,,338-BFJV,DELL,338-BFJV,"Intel® Xeon® Processor E5-1660 v3 (Six Core HT, 3.5 GHz Turbo, 12 MB)","Intel® Xeon® Processor E5-1660 v3 (Six Core HT, 3.5 GHz Turbo, 12 MB)",EACH,1,1820,1237.6,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,6532,B00KB4A2XA,,6532
NWN,1-13-70-01A,9/15/2016,1019-A,43211902,L1Z20AV,HP,L1Z20AV,256GB SATA 2.5 3D SSD,256GB SATA 2.5 3D SSD,each,1,575,230,0.6,Components,Options / Upgrades,POWER DESKTOP 800 Upgrade,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,1020,43211902,M9S33AV,HP,M9S33AV,180GB SATA 2.5 Non-SED SSD,180GB SATA 2.5 Non-SED SSD,each,1,297,118.8,0.6,Components,Options / Upgrades,POWER DESKTOP 800 Upgrade,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,1026-C,43211902,L4K07AV,HP,L4K07AV,128GB SATA 2.5 SSD,128GB SATA 2.5 SSD,each,1,160,64,0.6,Components,Options / Upgrades,AiO 800 Options Upgrades,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,1035-A,43211902,N8G38AV,HP,N8G38AV,120GB SATA 2.5 Opal2 SED SSD,120GB SATA 2.5 Opal2 SED SSD,each,1,275,110,0.6,Components,Options / Upgrades,800 Mini Upgrades,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,1038-A,43211902,N8G42AV,HP,N8G42AV,180GB SATA 2.5 Opal2 SED SSD,180GB SATA 2.5 Opal2 SED SSD,each,1,350,140,0.6,Components,Options / Upgrades,800 Mini Upgrades,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,1039-A,43211902,L2A59AV,HP,L2A59AV,1TB SATA 6G 2.5 8G SSHD,1TB SATA 6G 2.5 8G SSHD,each,1,175,70,0.6,Components,Options / Upgrades,800 Mini Upgrades,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,1040-A,43211902,L2A62AV,HP,L2A62AV,256GB SATA 2.5 Opal2 SED SSD,256GB SATA 2.5 Opal2 SED SSD,each,1,500,200,0.6,Components,Options / Upgrades,800 Mini Upgrades,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,1071,43211902,J3J82AV,HP,J3J82AV,256GB SATA 1st SSD,256GB SATA 1st SSD,each,1,578,231.2,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,1072,43211902,J3J83AV,HP,J3J83AV,512GB SATA 1st SSD,512GB SATA 1st SSD,each,1,1103,441.2,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,1053,43211902,J3J88AV,HP,J3J88AV,300GB 10K RPM SAS SFF 1st HDD,300GB 10K RPM SAS SFF 1st HDD,each,1,405,162,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B0025B0EUS,,6532
NWN,1-13-70-01A,9/15/2016,300-B,43211507,K5Y37UP,HP,K5Y37UP,HP Z640 Workstation,"HP Z640 Workstation, HP Single Unit Packaging, HP Z640 925W 90% Efficient Chassis, Windows
8.1 Pro 64bit DG to Win 7 Pro OS, No Factory OS Recovery Media, Xeon E5-1603v3 4C 2.80 10MB 1866 CPU, 16GB DDR4-2133 (2x8GB) 1CPU  Reg RAM, NVIDIA Quadro K2200 4.0GB Graphics, 600GB 15K RPM SAS SFF 1st HDD, HP USB Keyboard, HP USB Optical Mouse, 9.5mm Slim SuperMulti DVDRW 1st ODD, HP 3/3/3 Warranty, HP Z640 Country Kit",each,1,3325,1662.5,0.5,Desktop,Workstation Configuration,Core Workstation Desktop,6532,B013VQJNF2,,6532
TIG,1-13-70-02B,11/4/2016,1095,43211500,583-BCUS,DELL,583-BCUS,82 Key Internal Backlight English Keyboard,82 Key Internal Backlight English Keyboard,,1,50,32.5,0.35,Peripherals,Options/Upgrades,Options/Upgrades Ultralight Laptop,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,1100,43211500,583-BCUH,DELL,583-BCUH,82 Key Internal Backlight English Keyboard,82 Key Internal Backlight English Keyboard,,1,50,32.5,0.35,Peripherals,Options/Upgrades,Options/Upgrades Ultralight Laptop,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,1107,43211500,580-ACLF,DELL,580-ACLF,"Internal Dual Pointing Backlit Keyboard, English","Internal Dual Pointing Backlit Keyboard, English",,1,50,32.5,0.35,Peripherals,Options/Upgrades,Options/Upgrades Mobile Workstation,6532,N/A,,6532
NWN,1-13-70-02A,8/5/2015,1084,43211500,L3L45AV,HP,L3L45AV,8 GB 2133 DDR4 (1D),8 GB 2133 DDR4 (1D),Each,1,123,79.95,0.35,Components,Options / Upgrades,Options/Upgrade Ultralight Laptop 820,6532,B0178F7HSW,,6532
NWN,1-13-70-02A,8/5/2015,1104,43211500,L9Q39AV,HP,L9Q39AV,180 GB M2 SATA-3 SED OPAL2 MLC SSD,180 GB M2 SATA-3 SED OPAL2 MLC SSD,Each,1,214,139.1,0.35,Components,Options / Upgrades,"Options/Upgrade Standard, Power Laptops 650",6532,B00KLTPUFA,,6532
NWN,1-13-70-02A,8/5/2015,1105,43211500,T5D78AV,HP,T5D78AV,240 GB M2 SATA-3 MLC SSD,240 GB M2 SATA-3 MLC SSD,Each,1,341,221.65,0.35,Components,Options / Upgrades,"Options/Upgrade Standard, Power Laptops 650",6532,B00KLTPUG4,,6532
NWN,1-13-70-02A,8/5/2015,1106,43211500,L9Q44AV,HP,L9Q44AV,512 GB M2 SATA-3 TLC SSD,512 GB M2 SATA-3 TLC SSD,Each,1,486,315.9,0.35,Components,Options / Upgrades,"Options/Upgrade Standard, Power Laptops 650",6532,B00KLTPVV8,,6532
NWN,1-13-70-02A,8/5/2015,1111,43211500,M6W04AV,HP,M6W04AV,32GB (2x16GB) 2133 DDR4,32GB (2x16GB) 2133 DDR4,Each,1,840,546,0.35,Components,Options / Upgrades,Options/Upgrade Mobile Workstation Studio,6532,B00NMVRL2O,,6532
NWN,1-13-70-01A,9/15/2016,1015-B,43211902,L1G54AV,HP,L1G54AV,16GB DDR4-2133 DIMM (2x8GB) RAM,16GB DDR4-2133 DIMM (2x8GB) RAM,each,1,520,208,0.6,Components,Options / Upgrades,POWER DESKTOP 800 Upgrade,6532,B01LXAJ656,,6532
NWN,1-13-70-01A,9/15/2016,1023-A,43211902,L1P73AV,HP,L1P73AV,HP DisplayPort To DVI-D Adapter,HP DisplayPort To DVI-D Adapter,each,1,12,4.8,0.6,Accessories,Options / Upgrades,POWER DESKTOP 800 Upgrade,6532,B00PHINWX2,,6532
NWN,1-13-70-01A,9/15/2016,1011-B,43211902,L1Q07AV,HP,L1Q07AV,8GB DDR4-2133 DIMM (2x4GB) RAM,8GB DDR4-2133 DIMM (2x4GB) RAM,each,1,215,86,0.6,Components,Options / Upgrades,600 Desktop Upgrades,6532,B0178F7HSW,,6532
NWN,1-13-70-01A,9/15/2016,1013-A,43211902,L1Q19AV,HP,L1Q19AV,Intel 7265 802.11AC PCIe BT nVPr,Intel 7265 802.11AC PCIe BT nVPr,each,1,81,32.4,0.6,Components,Options / Upgrades,600 Desktop Upgrades,6532,B00RCZ4I6S,,6532
NWN,1-13-70-02A,8/5/2015,1090,43211500,L3L39AV,HP,L3L39AV,"12.5"" LED HD SVA Anti-Glare enabled for Webcam (1366x768)","12.5"" LED HD SVA Anti-Glare enabled for Webcam (1366x768)",Each,1,178,115.7,0.35,Accessories,Options / Upgrades,Options/Upgrade Ultralight Laptop 820,6532,B00LCDXQCI,,6532
NWN,1-13-70-02A,8/5/2015,1093,43211500,L8U82AV,HP,L8U82AV,14 LED HD SVA Anti-Glare enabled for Webcam flat (1366x768),14 LED HD SVA Anti-Glare enabled for Webcam flat (1366x768),Each,1,72,46.8,0.35,Accessories,Options / Upgrades,"Options/Upgrade Standard, Power Laptops 640",6532,B00LEUVBLW,,6532
NWN,1-13-70-02A,8/5/2015,1102,43211500,L8U71AV,HP,L8U71AV,"15.6"" LED HD SVA Anti-Glare enabled for WWAN enabled for Webcam flat","15.6"" LED HD SVA Anti-Glare enabled for WWAN enabled for Webcam flat",Each,1,78,50.7,0.35,Accessories,Options / Upgrades,"Options/Upgrade Standard, Power Laptops 650",6532,B00BJOJ142,,6532
NWN,1-13-70-01A,9/15/2016,1041-A,43211902,L3N90AV,HP,L3N90AV,HP EliteOne 800 G2 23-in Non-Touch AiO,HP EliteOne 800 G2 23-in Non-Touch AiO,each,1,2075,830,0.6,Components,Options / Upgrades,AiO 800 Options Upgrades,6532,B01JLG3ECO,,6532
NWN,1-13-70-01A,9/15/2016,1025-A,43211902,L4K62AV,HP,L4K62AV,8GB DDR4-2133 SODIMM (2x4GB) RAM,8GB DDR4-2133 SODIMM (2x4GB) RAM,each,1,192,76.8,0.6,Components,Options / Upgrades,AOI Options Upgrades,6532,B017KXNRF4,,6532
NWN,1-13-70-01A,9/15/2016,1032-A,43211902,L1W03AV,HP,L1W03AV,16GB DDR4-2133 SODIMM (2x8GB) RAM,16GB DDR4-2133 SODIMM (2x8GB) RAM,each,1,400,160,0.6,Components,Options / Upgrades,800 Mini Upgrades,6532,B019IUBO7U,,6532
NWN,1-13-70-01A,9/15/2016,1801-A,43211902,L4Q76AA#ABA,HP,L4Q76AA#ABA,HP EliteDisplay E220t Touch MNT US,HP EliteDisplay E220t Touch MNT US,each,1,565,226,0.6,Accessories,Options / Upgrades,Options Upgrades 21 Inch Touchscreen Monitor,6532,B016ASUJCE,,6532
NWN,1-13-70-02A,8/5/2015,301-B,43211500,L6N36UP,HP,L6N36UP,HP EliteBook Revolve 810 G3 Tablet,"HP IDS UMA 810 G3 BNBPC, Win 10 Pro 64 w/DG Win7 64, Intel Core i5- 5300U Dual Core, Webcam Integrated 720p HD, 11.6 LED HD UWVA AG, 4GB 1600MHz DDR3L 1DM, 256GB M2 SATA-3 SSD, touchpad Backlit, No Optical Disc Drive, 6 Cell 44 WHr Long Life,  MDC v.92 Modem, Intel 7265AN abgn  2x2 +Bluetooth 4.0 LE MOW, 3/3/3 Warranty, AMT enabled, 45W Hardware Kit, eStar PCID Module, Touch PCID Module, Core i5 vPro-14 BLU Label, MS Win7 Logo BLU Label, HP 3y NextBusDayOnsite Notebook Only SVC",Each,1,3595,1869.4,0.48,Laptops,Ultralight Laptop Configuration,Core Ultralight Laptop,6532,B01N2WC96K,,6532
NWN,1-13-70-02A,8/5/2015,1092,43211500,L8X75AV,HP,L8X75AV,Integrated HD Webcam,Integrated HD Webcam,Each,1,10,6.5,0.35,Accessories,Options / Upgrades,"Options/Upgrade Standard, Power Laptops 640",6532,N/A,,6532
NWN,1-13-70-02A,8/5/2015,1089,43211500,L9U53AV,HP,L9U53AV,Integrated HD Webcam,Integrated HD Webcam,Each,1,20,13,0.35,Accessories,Options / Upgrades,Options/Upgrade Ultralight Laptop 820,6532,N/A,,6532
TIG,1-13-70-05,10/24/2016,304,81110000,LCD-EEEW-27-01,VIEWSONIC,LCD-EEEW-27-01,VIEWSONIC Upgrade 4 Year Warranty Exchange Replacement,Upgrade 4 Year Warranty Exchange Replacement,EACH,1,72,49.68,0.31,Services,SERVICE OPTIONS UPGRADES,Service Options Upgrades,6532,B00GAJREY0,,6532
TIG,1-13-70-05,10/24/2016,305,81110000,LCD-EEEW-27-02,VIEWSONIC,LCD-EEEW-27-02,VIEWSONIC Upgrade 5 Year Warranty Exchange Replacement,Upgrade 5 Year Warranty Exchange Replacement,EACH,1,121,83.49,0.31,Services,SERVICE OPTIONS UPGRADES,Service Options Upgrades,6532,B00GAJREY0,,6532
NWN,1-13-70-01A,9/15/2016,1800-A,43211902,M1F41AA#ABA,HP,M1F41AA#ABA,HP EliteDisplay E202 Monitor US,HP EliteDisplay E202 Monitor US,each,1,315,126,0.6,Accessories,Options / Upgrades,Options Upgrades 19 Inch Widescreen Monitor O/U,6532,B01AAAZQPS,,6532
NWN,1-13-70-01A,9/15/2016,1802-A,43211902,M1N98AA#ABA,HP,M1N98AA#ABA,HP EliteDisplay E232 Monitor US,HP EliteDisplay E232 Monitor US,each,1,400,160,0.6,Accessories,Options / Upgrades,"Options Upgrades 22 Inch Widescreen
Monitor",6532,B015PW5E7Q,,6532
NWN,1-13-70-01A,9/15/2016,1804-a,43211902,M1P02AA#ABA,HP,M1P02AA#ABA,HP EliteDisplay E242 Monitor US,HP EliteDisplay E242 Monitor US,each,1,565,226,0.6,Accessories,Options / Upgrades,"Options Upgrades 24 Inch Widescreen
Monitor",6532,B01M697OXB,,6532
NWN,1-13-70-02A,8/5/2015,1091,43211500,M2K50AV,HP,M2K50AV,Integrated Fingerprint Reader,Integrated Fingerprint Reader,Each,1,7,4.55,0.35,Accessories,Options / Upgrades,"Options/Upgrade Standard, Power Laptops 640",6532,N/A,,6532
NWN,1-13-70-02A,8/5/2015,1112,43211500,M6W23AV,HP,M6W23AV,Fingerprint Reader,Fingerprint Reader,Each,1,27,17.55,0.35,Accessories,Options / Upgrades,Options/Upgrade Mobile Workstation Studio,6532,B003YQ6FN8,,6532
NWN,1-13-70-02A,8/5/2015,1132,43211500,M9M04AV,HP,M9M04AV,NVIDIA Quadro M5000M Graphics,NVIDIA Quadro M5000M Graphics,Each,1,1679,1091.35,0.35,Components,Options / Upgrades,Options/Upgrade Mobile Workstation Laptop 17,6532,B013W9NGQK,,6532
NWN,1-13-70-02A,8/5/2015,1108,43211500,M6W14AV,HP,M6W14AV,512GB Z Turbo Drive PCIe Solid State Drive,512GB Z Turbo Drive PCIe Solid State Drive,Each,1,524,340.6,0.35,Components,Options / Upgrades,Options/Upgrade Mobile Workstation Studio,6532,B011P2IZK8,,6532
NWN,1-13-70-02A,8/5/2015,1109,43211500,P2D08AV,HP,P2D08AV,1TB Z Turbo Drive PCIe Solid State Drive,1TB Z Turbo Drive PCIe Solid State Drive,Each,1,839,545.35,0.35,Components,Options / Upgrades,Options/Upgrade Mobile Workstation Studio,6532,B01GSSZ5WK,,6532
NWN,1-13-70-02A,8/5/2015,1123,43211500,T0P65AV,HP,T0P65AV,1TB Z Turbo Drive PCIe Solid State Drive,1TB Z Turbo Drive PCIe Solid State Drive,Each,1,839,545.35,0.35,Components,Options / Upgrades,Options/Upgrade Mobile Workstation Laptop 15,6532,B01GSSZ5WK,Duplicate,6532
NWN,1-13-70-02A,8/5/2015,1131,43211500,M9M30AV,HP,M9M30AV,512GB Z Turbo Drive PCIe Solid State Drive,512GB Z Turbo Drive PCIe Solid State Drive,Each,1,524,340.6,0.35,Components,Options / Upgrades,Options/Upgrade Mobile Workstation Laptop 17,6532,B011P2IZK8,Duplicate,6532
NWN,1-13-70-02A,8/5/2015,1095,43211500,L8Z30AV,HP,L8Z30AV,1TB 5400RPM 640,1TB 5400RPM 640,Each,1,174,113.1,0.35,Components,Options / Upgrades,"Options/Upgrade Standard, Power Laptops 640",6532,B009ZKYAHK,,6532
NWN,1-13-70-02A,8/5/2015,1129,43211500,M9M38AV,HP,M9M38AV,1TB 7200RPM 17,1TB 7200RPM 17,Each,1,147,95.55,0.35,Components,Options / Upgrades,Options/Upgrade Mobile Workstation Laptop 17,6532,B007HD3XV6,,6532
NWN,1-13-70-01A,9/15/2016,1018-A,43211902,L1Z12AV,HP,L1Z12AV,1TB 7200 RPM SATA 6G HDD,1TB 7200 RPM SATA 6G HDD,each,1,175,70,0.6,Components,Options / Upgrades,POWER DESKTOP 800 Upgrade,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,1054,43211902,J3J90AV,HP,J3J90AV,1.2TB 10K RPM SAS SFF 1st HDD,1.2TB 10K RPM SAS SFF 1st HDD,each,1,1010,404,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B00C4OI7E6,,6532
TIG,1-13-70-02B,11/4/2016,1102,43211500,"490-BCPK, 490-BCQJ",DELL,"490-BCPK, 490-BCQJ",Nvidia® Quadro® M2000M w/4GB GDDR5,Nvidia® Quadro® M2000M w/4GB GDDR5,,1,614.29,399.29,0.35,Components,Options/Upgrades,Options/Upgrades Mobile Workstation,6532,B00UPHAT2C,,6532
NWN,1-13-70-02A,8/5/2015,1117,43211500,M9R83AV,HP,M9R83AV,WEBCAM Integrated 720p HD,WEBCAM Integrated 720p HD,Each,1,21,13.65,0.35,Accessories,Options / Upgrades,Options/Upgrade Mobile Workstation Laptop 15,6532,B003ZYDQW2,,6532
NWN,1-13-70-01A,9/15/2016,1028-A,43211902,N1U53AV,HP,N1U53AV,HP Recline Stand,HP Recline Stand,each,1,175,70,0.6,Accessories,Options / Upgrades,AiO Upgrade,6532,B009KZ33VY,,6532
NWN,1-13-70-02A,8/5/2015,1088,43211500,N4P36AV,HP,N4P36AV,256 GB PCIe NVMe SSD,256 GB PCIe NVMe SSD,Each,1,510,331.5,0.35,Components,Options / Upgrades,Options/Upgrade Ultralight Laptop 820,6532,B00MRGV8VK,,6532
NWN,1-13-70-01A,9/15/2016,1046,43211902,NL571AA,HP,NL571AA,HP USB Graphics Adapter,HP USB Graphics Adapter,each,1,73,29.2,0.6,Accessories,Options / Upgrades,Options Upgrades,6532,B001TPIRXC,,6532
NWN,1-13-70-01A,9/15/2016,1050,43211902,NQ576AA,HP,NQ576AA,HP LCD Speaker Bar,HP LCD Speaker Bar,each,1,42.5,17,0.6,Accessories,Options / Upgrades,Options Upgrades,6532,B002J1NPVE,,6532
NWN,1-13-70-01A,9/15/2016,1055,43211902,J1P92AV,HP,J1P92AV,"NVIDIA Quadro K420 1GB DL-DVI(I)+DP 1st No
cables included Graphics","NVIDIA Quadro K420 1GB DL-DVI(I)+DP 1st No
cables included Graphics",each,1,258,103.2,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B00MPXS0F2,,6532
NWN,1-13-70-01A,9/15/2016,1056,43211902,J1P95AV,HP,J1P95AV,"NVIDIA Quadro K4200 4GB DL-DVI(I)+2xDP 1st
No cables included Graphics","NVIDIA Quadro K4200 4GB DL-DVI(I)+2xDP 1st
No cables included Graphics",each,1,1618,647.2,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B00MPXRZE4,,6532
NWN,1-13-70-01A,9/15/2016,1057,43211902,J1P96AV,HP,J1P96AV,"NVIDIA Quadro K5200 8GB DL-DVI(I)+DL-
DVI(D)+2xDP 1st No cables included Graphics","NVIDIA Quadro K5200 8GB DL-DVI(I)+DL-
DVI(D)+2xDP 1st No cables included Graphics",each,1,3556,1422.4,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B00MPXS21E,,6532
NWN,1-13-70-01A,9/15/2016,1058,43211902,J1P93AV,HP,J1P93AV,"NVIDIA Quadro K620 2GB DL-DVI(I)+DP 1st No
cables included Graphics","NVIDIA Quadro K620 2GB DL-DVI(I)+DP 1st No
cables included Graphics",each,1,324,129.6,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B00MO4RDBY,,6532
TIG,1-13-70-01B,5/5/2016,1034b,,490-BCCO,DELL,490-BCCO,"NVIDIA® Quadro® K4200 4GB (2 DP, DL-DVI-I) (1 DP to SL-
DVI adapter)","NVIDIA® Quadro® K4200 4GB (2 DP, DL-DVI-I) (1 DP to SL-
DVI adapter)",EACH,1,2200,1496,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,6532,B00MPXRZE4,,6532
NWN,1-13-70-02A,8/5/2015,1113,43211500,P5Q58AA#ABA,HP,P5Q58AA#ABA,HP ZBook 150W TB3 Dock,HP ZBook 150W TB3 Dock,Each,1,314,204.1,0.35,Accessories,Options / Upgrades,Options/Upgrade Mobile Workstation Studio,6532,B01A3N6GK6,,6532
NWN,1-13-70-02A,8/5/2015,1114,43211500,P5Q61AA#ABA,HP,P5Q61AA#ABA,HP ZBook 200W TB3 Dock,HP ZBook 200W TB3 Dock,Each,1,335,217.75,0.35,Accessories,Options / Upgrades,Options/Upgrade Mobile Workstation Studio,6532,B01DKIPDB4,,6532
TIG,1-13-70-01B,5/5/2016,1068,,400-AJKT,DELL,400-AJKT,2.5inch 128GB SSD(3040MFF),2.5inch 128GB SSD(3040MFF),EACH,1,200,136,0.32,Components,OPTION UPGRADES,Micro Standard Desktop Upgrades,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,1072,,400-AJCK,DELL,400-AJCK,256GB Solid State Drive,256GB Solid State Drive,EACH,1,400,272,0.32,Components,OPTION UPGRADES,Standard Desktop Options Upgrades,6532,N/A,,6532
NWN,1-13-70-02A,8/5/2015,1083,43211500,T1A63AA,HP,T1A63AA,HP Master Keyed Cable Lock 10mm,HP Master Keyed Cable Lock 10mm,Each,1,41,26.65,0.35,Accessories,Options / Upgrades,"Options/Upgrade Standard, Power Laptops",6532,B01CU4CMZE,,6532
NWN,1-13-70-01A,9/15/2016,1074,43211902,T3N35AV,HP,T3N35AV,HP Tri-Mode Wireless Charging Stand,HP Tri-Mode Wireless Charging Stand,each,1,450,180,0.6,Accessories,Options / Upgrades,AiO 800 Options Upgrades,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,200-C,43211507,T6U97UP,HP,T6U97UP,HP EliteDesk 800 G2 SFF Business PC,"Power Desktop 800G2 SFF, HP EliteDesk 800 G2 SFF Business PC, Single Unit (SFF) Packaging, ENERGY STAR Qualified Label, HP EliteDesk 800 SFF Platinum G2 Chassis, Microsoft Windows 7 Professional 64, Intel Core i7-6700 3.4G 8M 2133 4C CPU, 8GB DDR4-2133 (2x4GB) RAM, 500GB 7200 RPM SATA 6G 3.5
HDD, HP USB Business Slim Keyboard, HP USB Mouse, 9.5mm Slim Desktop SuperMulti DVDRW ODD, 3/3/3 (material/labor/onsite) SFF/ST Warranty US, HP EliteDesk 800 Country Kit US, Intel Inside Core i7 SFF Label",each,1,1234,617,0.5,Desktop,Power Desktop Configuration,Core Power Desktop,6532,B00NFSHM50,,6532
NWN,1-13-70-01A,9/15/2016,101-C,43211507,T6V33UP,HP,T6V33UP,HP ProDesk 600 G2 MT Business PC,"HP EliteDesk STANDARD DT 600G2 CMT, HP
ProDesk 600 G2 MT Business PC, Single Unit (MT) Packaging, ENERGY STAR Qualified Label, HP ProDesk 600 MT Platinum G2 Chassis, Microsoft Windows 7 Professional 64, Intel Core i5-6500 3.2G 6M 2133 4C CPU, 4GB DDR4-2133 DIMM (1x4GB) RAM, 500GB 7200 RPM SATA
6G 3.5 HDD, HP USB Business Slim Keyboard, HP USB Mouse, 9.5mm Slim Desktop SuperMulti DVDRW, DD, 3/3/3 (material/labor/onsite) MT Warranty US, HP ProDesk 600 Country Kit US, Intel Inside Core i5 TWR/MT Label",each,1,952,476,0.5,Desktop,Standard Desktop Configuration,Core Standard Desktop,6532,B01E4KH3A6,,6532
NWN,1-13-70-01A,9/15/2016,201-C,43211507,T6U98UP,HP,T6U98UP,HP EliteDesk 800 G2 TWR Business PC,"Power Desktop 800G2 CMT, HP EliteDesk 800 G2 TWR Business PC, Single Unit (TWR) Packaging, ENERGY STAR Qualified Label, HP EliteDesk 800 TWR Platinum G2 Chassis, Microsoft Windows 7 Professional 64, Intel Core i7-6700 3.4G 8M 2133 4C CPU, 8GB DDR4-2133 (2x4GB) RAM, 500GB 7200 RPM SATA 6G 3.5
HDD, HP USB Business Slim Keyboard, HP USB Mouse, 9.5mm Slim Desktop SuperMulti DVDRW ODD, 3/3/3 (material/labor/onsite) TWR Warranty US, HP EliteDesk 800 Country Kit US, Intel Inside Core i7 TWR/MT Label",each,1,1271,635.5,0.5,Desktop,Power Desktop Configuration,Core Power Desktop,6532,B0161UY6T8,,6532
NWN,1-13-70-01A,9/15/2016,103-B,43211507,W3U93UP,HP,W3U93UP,HP EliteDesk 800 G2 TWR Business PC,"Standard Desktop 800G2 CMT, HP EliteDesk 800 G2 TWR Business PC, Single Unit (TWR) Packaging, ENERGY STAR Qualified Label, HP EliteDesk 800 TWR Platinum G2 Chassis, Microsoft Windows 7 Professional 64, Intel Core i5-6500 3.2G 6M 2133 4C CPU, 4GB DDR4-2133 (1x4GB) RAM, 500GB 7200 RPM SATA 6G 3.5
HDD, HP USB Business Slim Keyboard, HP USB Mouse, 9.5mm Slim Desktop SuperMulti DVDRW ODD, 3/3/3 (material/labor/onsite) TWR Warranty US, HP EliteDesk 800 Country Kit US, Intel Inside Core i5 TWR/MT Label",each,1,1019,509.5,0.5,Desktop,Standard Desktop Configuration,Core Standard Desktop,6532,B01J6SACD6,,6532
NWN,1-13-70-01A,9/15/2016,105-A,43211507,T6V05UP,HP,T6V05UP,HP EliteDesk 800 G2 DM 65W Business PC,"HP EliteDesk PWR DT 800G2 DM i5, HP
EliteDesk 800 G2 DM 65W Business PC, Single Unit (DM) Packaging, ENERGY STAR Qualified Label, Microsoft Windows 7 Professional 64, Intel Core i5-6500 3.2G 6M 2133 4C CPU, 8GB DDR4- 2133 SODIMM (2x4GB) RAM, 500GB 7200 RPM
SATA 2.5 HDD, HP USB Business Slim Keyboard, HP USB Mouse, HP 90W External Power Supply, 3/3/3 DM Warranty US, HP EliteDesk 800 Country Kit US",each,1,1085,542.5,0.5,Desktop,Standard Desktop Configuration,Core Standard Desktop,6532,B01N3U369T,,6532
NWN,1-13-70-01A,9/15/2016,106-A,43211507,T6V04UP,HP,T6V04UP,HP EliteDesk 800 G2 DM 65W Business PC,"HP EliteDesk PWR DT 800G2 DM i7, HP
EliteDesk 800 G2 DM 65W Business PC, Single Unit (DM) Packaging, ENERGY STAR Qualified Label, W10P6 DG76 64-bit OS, Intel Core i7- 6700 3.4G 8M 2133 4C CPU, 8GB DDR4-2133 SODIMM (2x4GB) RAM, 500GB 7200 RPM SATA
2.5 HDD, HP USB Business Slim Keyboard, HP USB Mouse, HP 90W External Power Supply, 3/3/3 DM Warranty US, HP EliteDesk 800 Country Kit US",each,1,1234,617,0.5,Desktop,Standard Desktop Configuration,Core Standard Desktop,6532,B01FRBPL1O,,6532
NWN,1-13-70-01A,9/15/2016,100-C,43211507,T6V32UP,HP,T6V32UP,HP ProDesk 600 G2 SFF Business PC,"HP ProDesk 600 G2 SFF Business PC, Single
Unit (SFF) Packaging, ENERGY STAR Qualified Label, HP ProDesk 600 SFF Platinum G2 Chassis, Microsoft Windows 7 Professional 64, Intel Core i5-6500 3.2G 6M 2133 4C CPU, 4GB DDR4-2133 DIMM (1x4GB) RAM, 500GB 7200
RPM SATA 6G 3.5 HDD, HP USB Business Slim Keyboard
HP USB Mouse, 9.5mm Slim Desktop, uperMulti DVDRW ODD, 3/3/3 SFF Warranty US, HP ProDesk 600 Country Kit US, Intel Inside Core i5
SFF Label",each,1,901,450.5,0.5,Desktop,Standard Desktop Configuration,Core Standard Desktop,6532,B01JLG3LRM,,6532
